#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:45:19.267
#Sample rate: 500Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-2.344,2359,1,1,0,1
-2.342,2365,1,1,0,1
-2.34,2362,1,1,0,1
-2.338,2349,1,1,0,1
-2.336,2327,1,1,0,1
-2.334,2309,1,1,0,1
-2.332,2303,1,1,0,1
-2.33,2319,1,1,0,1
-2.328,2347,1,1,0,1
-2.326,2378,1,1,0,1
-2.324,2397,1,1,0,1
-2.322,2403,1,1,0,1
-2.32,2393,1,1,0,1
-2.318,2379,1,1,0,1
-2.316,2373,1,1,0,1
-2.314,2381,1,1,0,1
-2.312,2402,1,1,0,1
-2.31,2422,1,1,0,1
-2.308,2434,1,1,0,1
-2.306,2426,1,1,0,1
-2.304,2407,1,1,0,1
-2.302,2386,1,1,0,1
-2.3,2375,1,1,0,1
-2.298,2381,1,1,0,1
-2.296,2406,1,1,0,1
-2.294,2443,1,1,0,1
-2.292,2475,1,1,0,1
-2.29,2493,1,1,0,1
-2.288,2491,1,1,0,1
-2.286,2477,1,1,0,1
-2.284,2463,1,1,0,1
-2.282,2465,1,1,0,1
-2.28,2479,1,1,0,1
-2.278,2500,1,1,0,1
-2.276,2513,1,1,0,1
-2.274,2509,1,1,0,1
-2.272,2491,1,1,0,1
-2.27,2463,1,1,0,1
-2.268,2437,1,1,0,1
-2.266,2415,1,1,0,1
-2.264,2411,1,1,0,1
-2.262,2421,1,1,0,1
-2.26,2437,1,1,0,1
-2.258,2449,1,1,0,1
-2.256,2449,1,1,0,1
-2.254,2430,1,1,0,1
-2.252,2405,1,1,0,1
-2.25,2382,1,1,0,1
-2.248,2372,1,1,0,1
-2.246,2371,1,1,0,1
-2.244,2373,1,1,0,1
-2.242,2374,1,1,0,1
-2.24,2366,1,1,0,1
-2.238,2350,1,1,0,1
-2.236,2329,1,1,0,1
-2.234,2312,1,1,0,1
-2.232,2308,1,1,0,1
-2.23,2317,1,1,0,1
-2.228,2334,1,1,0,1
-2.226,2347,1,1,0,1
-2.224,2346,1,1,0,1
-2.222,2323,1,1,0,1
-2.22,2281,1,1,0,1
-2.218,2234,1,1,0,1
-2.216,2195,1,1,0,1
-2.214,2173,1,1,0,1
-2.212,2169,1,1,0,1
-2.21,2173,1,1,0,1
-2.208,2175,1,1,0,1
-2.206,2170,1,1,0,1
-2.204,2153,1,1,0,1
-2.202,2125,1,1,0,1
-2.2,2101,1,1,0,1
-2.198,2089,1,1,0,1
-2.196,2089,1,1,0,1
-2.194,2094,1,1,0,1
-2.192,2095,1,1,0,1
-2.19,2071,1,1,0,1
-2.188,2022,1,1,0,1
-2.186,1959,1,1,0,1
-2.184,1897,1,1,0,1
-2.182,1846,1,1,0,1
-2.18,1814,1,1,0,1
-2.178,1795,1,1,0,1
-2.176,1777,1,1,0,1
-2.174,1753,1,1,0,1
-2.172,1711,1,1,0,1
-2.17,1654,1,1,0,1
-2.168,1595,1,1,0,1
-2.166,1549,1,1,0,1
-2.164,1525,1,1,0,1
-2.162,1528,1,1,0,1
-2.16,1551,1,1,0,1
-2.158,1577,1,1,0,1
-2.156,1593,1,1,0,1
-2.154,1591,1,1,0,1
-2.152,1577,1,1,0,1
-2.15,1561,1,1,0,1
-2.148,1557,1,1,0,1
-2.146,1565,1,1,0,1
-2.144,1580,1,1,0,1
-2.142,1591,1,1,0,1
-2.14,1590,1,1,0,1
-2.138,1574,1,1,0,1
-2.136,1551,1,1,0,1
-2.134,1533,1,1,0,1
-2.132,1535,1,1,0,1
-2.13,1560,1,1,0,1
-2.128,1596,1,1,0,1
-2.126,1634,1,1,0,1
-2.124,1660,1,1,0,1
-2.122,1673,1,1,0,1
-2.12,1670,1,1,0,1
-2.118,1660,1,1,0,1
-2.116,1655,1,1,0,1
-2.114,1663,1,1,0,1
-2.112,1682,1,1,0,1
-2.11,1702,1,1,0,1
-2.108,1717,1,1,0,1
-2.106,1721,1,1,0,1
-2.104,1718,1,1,0,1
-2.102,1713,1,1,0,1
-2.1,1710,1,1,0,1
-2.098,1723,1,1,0,1
-2.096,1751,1,1,0,1
-2.094,1784,1,1,0,1
-2.092,1807,1,1,0,1
-2.09,1809,1,1,0,1
-2.088,1783,1,1,0,1
-2.086,1748,1,1,0,1
-2.084,1717,1,1,0,1
-2.082,1701,1,1,0,1
-2.08,1705,1,1,0,1
-2.078,1723,1,1,0,1
-2.076,1749,1,1,0,1
-2.074,1769,1,1,0,1
-2.072,1775,1,1,0,1
-2.07,1769,1,1,0,1
-2.068,1759,1,1,0,1
-2.066,1755,1,1,0,1
-2.064,1765,1,1,0,1
-2.062,1788,1,1,0,1
-2.06,1817,1,1,0,1
-2.058,1836,1,1,0,1
-2.056,1839,1,1,0,1
-2.054,1823,1,1,0,1
-2.052,1802,1,1,0,1
-2.05,1785,1,1,0,1
-2.048,1782,1,1,0,1
-2.046,1796,1,1,0,1
-2.044,1817,1,1,0,1
-2.042,1836,1,1,0,1
-2.04,1841,1,1,0,1
-2.038,1830,1,1,0,1
-2.036,1811,1,1,0,1
-2.034,1790,1,1,0,1
-2.032,1782,1,1,0,1
-2.03,1790,1,1,0,1
-2.028,1810,1,1,0,1
-2.026,1834,1,1,0,1
-2.024,1850,1,1,0,1
-2.022,1851,1,1,0,1
-2.02,1839,1,1,0,1
-2.018,1823,1,1,0,1
-2.016,1817,1,1,0,1
-2.014,1825,1,1,0,1
-2.012,1843,1,1,0,1
-2.01,1867,1,1,0,1
-2.008,1885,1,1,0,1
-2.006,1891,1,1,0,1
-2.004,1881,1,1,0,1
-2.002,1869,1,1,0,1
-2,1864,1,1,0,1
-1.998,1873,1,1,0,1
-1.996,1890,1,1,0,1
-1.994,1901,1,1,0,1
-1.992,1903,1,1,0,1
-1.99,1894,1,1,0,1
-1.988,1871,1,1,0,1
-1.986,1839,1,1,0,1
-1.984,1813,1,1,0,1
-1.982,1801,1,1,0,1
-1.98,1802,1,1,0,1
-1.978,1814,1,1,0,1
-1.976,1830,1,1,0,1
-1.974,1835,1,1,0,1
-1.972,1822,1,1,0,1
-1.97,1794,1,1,0,1
-1.968,1763,1,1,0,1
-1.966,1754,1,1,0,1
-1.964,1773,1,1,0,1
-1.962,1813,1,1,0,1
-1.96,1859,1,1,0,1
-1.958,1891,1,1,0,1
-1.956,1902,1,1,0,1
-1.954,1893,1,1,0,1
-1.952,1875,1,1,0,1
-1.95,1862,1,1,0,1
-1.948,1865,1,1,0,1
-1.946,1885,1,1,0,1
-1.944,1915,1,1,0,1
-1.942,1941,1,1,0,1
-1.94,1949,1,1,0,1
-1.938,1942,1,1,0,1
-1.936,1923,1,1,0,1
-1.934,1905,1,1,0,1
-1.932,1897,1,1,0,1
-1.93,1905,1,1,0,1
-1.928,1925,1,1,0,1
-1.926,1949,1,1,0,1
-1.924,1972,1,1,0,1
-1.922,1980,1,1,0,1
-1.92,1971,1,1,0,1
-1.918,1950,1,1,0,1
-1.916,1933,1,1,0,1
-1.914,1928,1,1,0,1
-1.912,1935,1,1,0,1
-1.91,1947,1,1,0,1
-1.908,1955,1,1,0,1
-1.906,1949,1,1,0,1
-1.904,1929,1,1,0,1
-1.902,1909,1,1,0,1
-1.9,1901,1,1,0,1
-1.898,1906,1,1,0,1
-1.896,1926,1,1,0,1
-1.894,1955,1,1,0,1
-1.892,1979,1,1,0,1
-1.89,1989,1,1,0,1
-1.888,1974,1,1,0,1
-1.886,1950,1,1,0,1
-1.884,1929,1,1,0,1
-1.882,1919,1,1,0,1
-1.88,1931,1,1,0,1
-1.878,1954,1,1,0,1
-1.876,1975,1,1,0,1
-1.874,1987,1,1,0,1
-1.872,1981,1,1,0,1
-1.87,1959,1,1,0,1
-1.868,1933,1,1,0,1
-1.866,1918,1,1,0,1
-1.864,1923,1,1,0,1
-1.862,1941,1,1,0,1
-1.86,1965,1,1,0,1
-1.858,1987,1,1,0,1
-1.856,1997,1,1,0,1
-1.854,1994,1,1,0,1
-1.852,1985,1,1,0,1
-1.85,1975,1,1,0,1
-1.848,1971,1,1,0,1
-1.846,1975,1,1,0,1
-1.844,1983,1,1,0,1
-1.842,1987,1,1,0,1
-1.84,1974,1,1,0,1
-1.838,1951,1,1,0,1
-1.836,1925,1,1,0,1
-1.834,1905,1,1,0,1
-1.832,1903,1,1,0,1
-1.83,1923,1,1,0,1
-1.828,1951,1,1,0,1
-1.826,1983,1,1,0,1
-1.824,2002,1,1,0,1
-1.822,2001,1,1,0,1
-1.82,1986,1,1,0,1
-1.818,1970,1,1,0,1
-1.816,1963,1,1,0,1
-1.814,1973,1,1,0,1
-1.812,1993,1,1,0,1
-1.81,2012,1,1,0,1
-1.808,2026,1,1,0,1
-1.806,2025,1,1,0,1
-1.804,2009,1,1,0,1
-1.802,1981,1,1,0,1
-1.8,1959,1,1,0,1
-1.798,1954,1,1,0,1
-1.796,1961,1,1,0,1
-1.794,1977,1,1,0,1
-1.792,1994,1,1,0,1
-1.79,2001,1,1,0,1
-1.788,1993,1,1,0,1
-1.786,1978,1,1,0,1
-1.784,1967,1,1,0,1
-1.782,1970,1,1,0,1
-1.78,1989,1,1,0,1
-1.778,2017,1,1,0,1
-1.776,2044,1,1,0,1
-1.774,2065,1,1,0,1
-1.772,2063,1,1,0,1
-1.77,2053,1,1,0,1
-1.768,2040,1,1,0,1
-1.766,2039,1,1,0,1
-1.764,2057,1,1,0,1
-1.762,2082,1,1,0,1
-1.76,2111,1,1,0,1
-1.758,2134,1,1,0,1
-1.756,2137,1,1,0,1
-1.754,2122,1,1,0,1
-1.752,2098,1,1,0,1
-1.75,2076,1,1,0,1
-1.748,2071,1,1,0,1
-1.746,2083,1,1,0,1
-1.744,2106,1,1,0,1
-1.742,2131,1,1,0,1
-1.74,2145,1,1,0,1
-1.738,2145,1,1,0,1
-1.736,2134,1,1,0,1
-1.734,2125,1,1,0,1
-1.732,2129,1,1,0,1
-1.73,2148,1,1,0,1
-1.728,2175,1,1,0,1
-1.726,2199,1,1,0,1
-1.724,2214,1,1,0,1
-1.722,2215,1,1,0,1
-1.72,2207,1,1,0,1
-1.718,2199,1,1,0,1
-1.716,2201,1,1,0,1
-1.714,2215,1,1,0,1
-1.712,2242,1,1,0,1
-1.71,2267,1,1,0,1
-1.708,2279,1,1,0,1
-1.706,2274,1,1,0,1
-1.704,2247,1,1,0,1
-1.702,2210,1,1,0,1
-1.7,2174,1,1,0,1
-1.698,2151,1,1,0,1
-1.696,2143,1,1,0,1
-1.694,2142,1,1,0,1
-1.692,2139,1,1,0,1
-1.69,2122,1,1,0,1
-1.688,2083,1,1,0,1
-1.686,2029,1,1,0,1
-1.684,1973,1,1,0,1
-1.682,1925,1,1,0,1
-1.68,1894,1,1,0,1
-1.678,1876,1,1,0,1
-1.676,1863,1,1,0,1
-1.674,1845,1,1,0,1
-1.672,1819,1,1,0,1
-1.67,1788,1,1,0,1
-1.668,1762,1,1,0,1
-1.666,1745,1,1,0,1
-1.664,1747,1,1,0,1
-1.662,1763,1,1,0,1
-1.66,1785,1,1,0,1
-1.658,1803,1,1,0,1
-1.656,1806,1,1,0,1
-1.654,1797,1,1,0,1
-1.652,1781,1,1,0,1
-1.65,1774,1,1,0,1
-1.648,1779,1,1,0,1
-1.646,1797,1,1,0,1
-1.644,1821,1,1,0,1
-1.642,1841,1,1,0,1
-1.64,1850,1,1,0,1
-1.638,1851,1,1,0,1
-1.636,1849,1,1,0,1
-1.634,1853,1,1,0,1
-1.632,1870,1,1,0,1
-1.63,1895,1,1,0,1
-1.628,1922,1,1,0,1
-1.626,1941,1,1,0,1
-1.624,1947,1,1,0,1
-1.622,1938,1,1,0,1
-1.62,1913,1,1,0,1
-1.618,1891,1,1,0,1
-1.616,1880,1,1,0,1
-1.614,1883,1,1,0,1
-1.612,1895,1,1,0,1
-1.61,1908,1,1,0,1
-1.608,1914,1,1,0,1
-1.606,1910,1,1,0,1
-1.604,1910,1,1,0,1
-1.602,1933,1,1,0,1
-1.6,2002,1,1,0,1
-1.598,2137,1,1,0,1
-1.596,2339,1,1,0,1
-1.594,2605,1,1,0,1
-1.592,2927,1,1,0,1
-1.59,3300,1,1,0,1
-1.588,3697,1,1,0,1
-1.586,4022,1,1,0,1
-1.584,4059,1,1,0,1
-1.582,4061,1,1,0,1
-1.58,4061,1,1,0,1
-1.578,4061,1,1,0,1
-1.576,4061,1,1,0,1
-1.574,4061,1,1,0,1
-1.572,3929,1,1,0,1
-1.57,3614,1,1,0,1
-1.568,3167,1,1,0,1
-1.566,2615,1,1,0,1
-1.564,1974,1,1,0,1
-1.562,1301,1,1,0,1
-1.56,652,1,1,0,1
-1.558,98,1,1,0,1
-1.556,4,1,1,0,1
-1.554,0,1,1,0,1
-1.552,0,1,1,0,1
-1.55,0,1,1,0,1
-1.548,0,1,1,0,1
-1.546,0,1,1,0,1
-1.544,0,1,1,0,1
-1.542,0,1,1,0,1
-1.54,0,1,1,0,1
-1.538,0,1,1,0,1
-1.536,0,1,1,0,1
-1.534,0,1,1,0,1
-1.532,22,1,1,0,1
-1.53,143,1,1,0,1
-1.528,338,1,1,0,1
-1.526,583,1,1,0,1
-1.524,853,1,1,0,1
-1.522,1125,1,1,0,1
-1.52,1385,1,1,0,1
-1.518,1626,1,1,0,1
-1.516,1848,1,1,0,1
-1.514,2053,1,1,0,1
-1.512,2230,1,1,0,1
-1.51,2374,1,1,0,1
-1.508,2475,1,1,0,1
-1.506,2532,1,1,0,1
-1.504,2547,1,1,0,1
-1.502,2537,1,1,0,1
-1.5,2516,1,1,0,1
-1.498,2503,1,1,0,1
-1.496,2507,1,1,0,1
-1.494,2519,1,1,0,1
-1.492,2532,1,1,0,1
-1.49,2531,1,1,0,1
-1.488,2510,1,1,0,1
-1.486,2476,1,1,0,1
-1.484,2441,1,1,0,1
-1.482,2414,1,1,0,1
-1.48,2407,1,1,0,1
-1.478,2413,1,1,0,1
-1.476,2423,1,1,0,1
-1.474,2427,1,1,0,1
-1.472,2421,1,1,0,1
-1.47,2406,1,1,0,1
-1.468,2391,1,1,0,1
-1.466,2385,1,1,0,1
-1.464,2390,1,1,0,1
-1.462,2406,1,1,0,1
-1.46,2423,1,1,0,1
-1.458,2431,1,1,0,1
-1.456,2426,1,1,0,1
-1.454,2405,1,1,0,1
-1.452,2373,1,1,0,1
-1.45,2347,1,1,0,1
-1.448,2334,1,1,0,1
-1.446,2337,1,1,0,1
-1.444,2346,1,1,0,1
-1.442,2354,1,1,0,1
-1.44,2354,1,1,0,1
-1.438,2343,1,1,0,1
-1.436,2325,1,1,0,1
-1.434,2311,1,1,0,1
-1.432,2315,1,1,0,1
-1.43,2333,1,1,0,1
-1.428,2358,1,1,0,1
-1.426,2379,1,1,0,1
-1.424,2387,1,1,0,1
-1.422,2379,1,1,0,1
-1.42,2361,1,1,0,1
-1.418,2339,1,1,0,1
-1.416,2325,1,1,0,1
-1.414,2330,1,1,0,1
-1.412,2346,1,1,0,1
-1.41,2365,1,1,0,1
-1.408,2378,1,1,0,1
-1.406,2374,1,1,0,1
-1.404,2357,1,1,0,1
-1.402,2339,1,1,0,1
-1.4,2325,1,1,0,1
-1.398,2329,1,1,0,1
-1.396,2351,1,1,0,1
-1.394,2383,1,1,0,1
-1.392,2409,1,1,0,1
-1.39,2419,1,1,0,1
-1.388,2413,1,1,0,1
-1.386,2398,1,1,0,1
-1.384,2386,1,1,0,1
-1.382,2383,1,1,0,1
-1.38,2397,1,1,0,1
-1.378,2421,1,1,0,1
-1.376,2445,1,1,0,1
-1.374,2457,1,1,0,1
-1.372,2450,1,1,0,1
-1.37,2427,1,1,0,1
-1.368,2399,1,1,0,1
-1.366,2381,1,1,0,1
-1.364,2379,1,1,0,1
-1.362,2396,1,1,0,1
-1.36,2421,1,1,0,1
-1.358,2443,1,1,0,1
-1.356,2450,1,1,0,1
-1.354,2442,1,1,0,1
-1.352,2429,1,1,0,1
-1.35,2421,1,1,0,1
-1.348,2428,1,1,0,1
-1.346,2449,1,1,0,1
-1.344,2473,1,1,0,1
-1.342,2489,1,1,0,1
-1.34,2490,1,1,0,1
-1.338,2477,1,1,0,1
-1.336,2452,1,1,0,1
-1.334,2426,1,1,0,1
-1.332,2415,1,1,0,1
-1.33,2422,1,1,0,1
-1.328,2441,1,1,0,1
-1.326,2458,1,1,0,1
-1.324,2461,1,1,0,1
-1.322,2447,1,1,0,1
-1.32,2417,1,1,0,1
-1.318,2381,1,1,0,1
-1.316,2355,1,1,0,1
-1.314,2347,1,1,0,1
-1.312,2350,1,1,0,1
-1.31,2358,1,1,0,1
-1.308,2361,1,1,0,1
-1.306,2349,1,1,0,1
-1.304,2323,1,1,0,1
-1.302,2287,1,1,0,1
-1.3,2254,1,1,0,1
-1.298,2239,1,1,0,1
-1.296,2243,1,1,0,1
-1.294,2255,1,1,0,1
-1.292,2267,1,1,0,1
-1.29,2265,1,1,0,1
-1.288,2247,1,1,0,1
-1.286,2217,1,1,0,1
-1.284,2184,1,1,0,1
-1.282,2162,1,1,0,1
-1.28,2153,1,1,0,1
-1.278,2150,1,1,0,1
-1.276,2145,1,1,0,1
-1.274,2127,1,1,0,1
-1.272,2091,1,1,0,1
-1.27,2037,1,1,0,1
-1.268,1980,1,1,0,1
-1.266,1934,1,1,0,1
-1.264,1905,1,1,0,1
-1.262,1891,1,1,0,1
-1.26,1884,1,1,0,1
-1.258,1871,1,1,0,1
-1.256,1843,1,1,0,1
-1.254,1803,1,1,0,1
-1.252,1757,1,1,0,1
-1.25,1717,1,1,0,1
-1.248,1692,1,1,0,1
-1.246,1686,1,1,0,1
-1.244,1687,1,1,0,1
-1.242,1685,1,1,0,1
-1.24,1667,1,1,0,1
-1.238,1634,1,1,0,1
-1.236,1593,1,1,0,1
-1.234,1555,1,1,0,1
-1.232,1530,1,1,0,1
-1.23,1529,1,1,0,1
-1.228,1544,1,1,0,1
-1.226,1565,1,1,0,1
-1.224,1577,1,1,0,1
-1.222,1577,1,1,0,1
-1.22,1566,1,1,0,1
-1.218,1557,1,1,0,1
-1.216,1557,1,1,0,1
-1.214,1571,1,1,0,1
-1.212,1595,1,1,0,1
-1.21,1620,1,1,0,1
-1.208,1638,1,1,0,1
-1.206,1640,1,1,0,1
-1.204,1625,1,1,0,1
-1.202,1603,1,1,0,1
-1.2,1588,1,1,0,1
-1.198,1589,1,1,0,1
-1.196,1610,1,1,0,1
-1.194,1641,1,1,0,1
-1.192,1671,1,1,0,1
-1.19,1688,1,1,0,1
-1.188,1688,1,1,0,1
-1.186,1679,1,1,0,1
-1.184,1671,1,1,0,1
-1.182,1675,1,1,0,1
-1.18,1691,1,1,0,1
-1.178,1718,1,1,0,1
-1.176,1746,1,1,0,1
-1.174,1762,1,1,0,1
-1.172,1762,1,1,0,1
-1.17,1749,1,1,0,1
-1.168,1730,1,1,0,1
-1.166,1721,1,1,0,1
-1.164,1726,1,1,0,1
-1.162,1745,1,1,0,1
-1.16,1767,1,1,0,1
-1.158,1783,1,1,0,1
-1.156,1787,1,1,0,1
-1.154,1778,1,1,0,1
-1.152,1763,1,1,0,1
-1.15,1753,1,1,0,1
-1.148,1759,1,1,0,1
-1.146,1777,1,1,0,1
-1.144,1803,1,1,0,1
-1.142,1823,1,1,0,1
-1.14,1831,1,1,0,1
-1.138,1819,1,1,0,1
-1.136,1802,1,1,0,1
-1.134,1783,1,1,0,1
-1.132,1779,1,1,0,1
-1.13,1790,1,1,0,1
-1.128,1812,1,1,0,1
-1.126,1831,1,1,0,1
-1.124,1839,1,1,0,1
-1.122,1833,1,1,0,1
-1.12,1813,1,1,0,1
-1.118,1789,1,1,0,1
-1.116,1775,1,1,0,1
-1.114,1775,1,1,0,1
-1.112,1790,1,1,0,1
-1.11,1813,1,1,0,1
-1.108,1829,1,1,0,1
-1.106,1833,1,1,0,1
-1.104,1825,1,1,0,1
-1.102,1811,1,1,0,1
-1.1,1803,1,1,0,1
-1.098,1810,1,1,0,1
-1.096,1829,1,1,0,1
-1.094,1853,1,1,0,1
-1.092,1874,1,1,0,1
-1.09,1880,1,1,0,1
-1.088,1869,1,1,0,1
-1.086,1849,1,1,0,1
-1.084,1829,1,1,0,1
-1.082,1822,1,1,0,1
-1.08,1831,1,1,0,1
-1.078,1850,1,1,0,1
-1.076,1870,1,1,0,1
-1.074,1881,1,1,0,1
-1.072,1875,1,1,0,1
-1.07,1855,1,1,0,1
-1.068,1832,1,1,0,1
-1.066,1819,1,1,0,1
-1.064,1826,1,1,0,1
-1.062,1844,1,1,0,1
-1.06,1868,1,1,0,1
-1.058,1885,1,1,0,1
-1.056,1889,1,1,0,1
-1.054,1877,1,1,0,1
-1.052,1861,1,1,0,1
-1.05,1849,1,1,0,1
-1.048,1854,1,1,0,1
-1.046,1874,1,1,0,1
-1.044,1900,1,1,0,1
-1.042,1923,1,1,0,1
-1.04,1931,1,1,0,1
-1.038,1924,1,1,0,1
-1.036,1905,1,1,0,1
-1.034,1887,1,1,0,1
-1.032,1882,1,1,0,1
-1.03,1891,1,1,0,1
-1.028,1910,1,1,0,1
-1.026,1930,1,1,0,1
-1.024,1940,1,1,0,1
-1.022,1934,1,1,0,1
-1.02,1913,1,1,0,1
-1.018,1890,1,1,0,1
-1.016,1875,1,1,0,1
-1.014,1877,1,1,0,1
-1.012,1891,1,1,0,1
-1.01,1909,1,1,0,1
-1.008,1919,1,1,0,1
-1.006,1917,1,1,0,1
-1.004,1902,1,1,0,1
-1.002,1883,1,1,0,1
-1,1871,1,1,0,1
-0.998,1878,1,1,0,1
-0.996,1897,1,1,0,1
-0.994,1923,1,1,0,1
-0.992,1942,1,1,0,1
-0.99,1949,1,1,0,1
-0.988,1938,1,1,0,1
-0.986,1914,1,1,0,1
-0.984,1895,1,1,0,1
-0.982,1891,1,1,0,1
-0.98,1903,1,1,0,1
-0.978,1927,1,1,0,1
-0.976,1950,1,1,0,1
-0.974,1963,1,1,0,1
-0.972,1958,1,1,0,1
-0.97,1941,1,1,0,1
-0.968,1922,1,1,0,1
-0.966,1913,1,1,0,1
-0.964,1922,1,1,0,1
-0.962,1941,1,1,0,1
-0.96,1962,1,1,0,1
-0.958,1973,1,1,0,1
-0.956,1967,1,1,0,1
-0.954,1946,1,1,0,1
-0.952,1923,1,1,0,1
-0.95,1903,1,1,0,1
-0.948,1903,1,1,0,1
-0.946,1916,1,1,0,1
-0.944,1935,1,1,0,1
-0.9419999999999999,1950,1,1,0,1
-0.9399999999999999,1954,1,1,0,1
-0.9379999999999999,1943,1,1,0,1
-0.9360000000000001,1925,1,1,0,1
-0.9340000000000001,1909,1,1,0,1
-0.9320000000000001,1906,1,1,0,1
-0.93,1919,1,1,0,1
-0.928,1945,1,1,0,1
-0.926,1967,1,1,0,1
-0.924,1981,1,1,0,1
-0.922,1979,1,1,0,1
-0.92,1965,1,1,0,1
-0.918,1947,1,1,0,1
-0.916,1939,1,1,0,1
-0.914,1945,1,1,0,1
-0.912,1966,1,1,0,1
-0.91,1994,1,1,0,1
-0.908,2009,1,1,0,1
-0.906,2008,1,1,0,1
-0.904,1991,1,1,0,1
-0.902,1966,1,1,0,1
-0.9,1950,1,1,0,1
-0.898,1949,1,1,0,1
-0.896,1964,1,1,0,1
-0.894,1988,1,1,0,1
-0.892,2008,1,1,0,1
-0.89,2014,1,1,0,1
-0.888,2005,1,1,0,1
-0.886,1987,1,1,0,1
-0.884,1971,1,1,0,1
-0.882,1971,1,1,0,1
-0.88,1987,1,1,0,1
-0.878,2012,1,1,0,1
-0.876,2037,1,1,0,1
-0.874,2047,1,1,0,1
-0.872,2042,1,1,0,1
-0.87,2023,1,1,0,1
-0.868,2001,1,1,0,1
-0.866,1988,1,1,0,1
-0.864,1992,1,1,0,1
-0.862,2006,1,1,0,1
-0.86,2025,1,1,0,1
-0.858,2035,1,1,0,1
-0.856,2034,1,1,0,1
-0.854,2019,1,1,0,1
-0.852,1997,1,1,0,1
-0.85,1981,1,1,0,1
-0.848,1981,1,1,0,1
-0.846,1997,1,1,0,1
-0.844,2022,1,1,0,1
-0.842,2043,1,1,0,1
-0.84,2053,1,1,0,1
-0.838,2043,1,1,0,1
-0.836,2027,1,1,0,1
-0.834,2013,1,1,0,1
-0.832,2013,1,1,0,1
-0.83,2028,1,1,0,1
-0.828,2054,1,1,0,1
-0.826,2076,1,1,0,1
-0.824,2090,1,1,0,1
-0.822,2089,1,1,0,1
-0.82,2075,1,1,0,1
-0.8179999999999999,2063,1,1,0,1
-0.8159999999999999,2060,1,1,0,1
-0.8139999999999999,2070,1,1,0,1
-0.8120000000000001,2091,1,1,0,1
-0.8100000000000001,2115,1,1,0,1
-0.8080000000000001,2129,1,1,0,1
-0.806,2130,1,1,0,1
-0.804,2121,1,1,0,1
-0.802,2111,1,1,0,1
-0.8,2111,1,1,0,1
-0.798,2129,1,1,0,1
-0.796,2157,1,1,0,1
-0.794,2188,1,1,0,1
-0.792,2212,1,1,0,1
-0.79,2219,1,1,0,1
-0.788,2211,1,1,0,1
-0.786,2196,1,1,0,1
-0.784,2184,1,1,0,1
-0.782,2187,1,1,0,1
-0.78,2209,1,1,0,1
